,Unnamed: 0,id,text,source,user_id,truncated,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,retweeted_status_id,geo,place,contributors,retweet_count,reply_count,favorite_count,favorited,retweeted,possibly_sensitive,num_hashtags,num_urls,num_mentions,created_at,timestamp,crawled_at,updated,knownbot
17,17,593577845814796289,@frakintosh is old skool web. A good web citizen. A maker. A team player. he needs a web of help now http://t.co/SRbhQ3nweH cc @anildash,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033.0,,0.0,20729466.0,frakintosh,0.0,,,,0.0,0.0,0.0,,,,0.0,1.0,2.0,Thu Apr 30 00:49:21 +0000 2015,2015-04-30 02:49:21,2015-05-01 12:57:19,2015-05-01 12:57:19,0
18,18,593577605615325184,One reason my life has gotten better is the support of my dear friend @frakintosh. Now he needs help. Pls join me http://t.co/SRbhQ3nweH#fb,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033.0,,0.0,0.0,,0.0,,,,3.0,0.0,1.0,,,,1.0,1.0,1.0,Thu Apr 30 00:48:23 +0000 2015,2015-04-30 02:48:23,2015-05-01 12:57:19,2015-05-01 12:57:19,0
19,19,593573786374381569,RT @FINALLEVEL: Jon Stewart got it RIGHT again! Watch the wake up call he gave his #DailyShow viewers regarding the #BaltimoreRiots. http:/â¦,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033.0,,0.0,0.0,,5.935656237976084e+17,,,,230.0,0.0,0.0,,,,2.0,1.0,1.0,Thu Apr 30 00:33:13 +0000 2015,2015-04-30 02:33:13,2015-05-01 12:57:19,2015-05-01 12:57:19,0
20,20,593564272917024768,@deray Thank you.,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033.0,,0.0,29417304.0,deray,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,1.0,Wed Apr 29 23:55:25 +0000 2015,2015-04-30 01:55:25,2015-05-01 12:57:19,2015-05-01 12:57:19,0
21,21,593556802517671936,RT @iamsakuma: Hundreds of people are in Union Square about to march uptown via 6th Avenue #blacklivesmatter http://t.co/r3x5wzEm8J,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033.0,,0.0,0.0,,5.935555047833559e+17,,,,15.0,0.0,0.0,,,,1.0,0.0,1.0,Wed Apr 29 23:25:44 +0000 2015,2015-04-30 01:25:44,2015-05-01 12:57:19,2015-05-01 12:57:19,0
22,22,593538473732087808,"""Sexy. But crazy."" I play with makeup for the first time.  #girlyoudontneedmakeup @amyschumer https://t.co/TF59QK1dmY","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033.0,,0.0,0.0,,0.0,,,,0.0,0.0,1.0,,,,1.0,1.0,1.0,Wed Apr 29 22:12:54 +0000 2015,2015-04-30 00:12:54,2015-05-01 12:57:19,2015-05-01 12:57:19,0
23,23,593538345298440193,"""Sexy. But crazy."" I play with makeup for the first time. From the early vlogging days. #girlyoudontneedmakeup... http://t.co/zOypKmH5X0","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",678033.0,,0.0,0.0,,0.0,,,,0.0,0.0,1.0,,,,1.0,1.0,0.0,Wed Apr 29 22:12:23 +0000 2015,2015-04-30 00:12:23,2015-05-01 12:57:19,2015-05-01 12:57:19,0
24,24,593538277749202944,"""Sexy. But crazy.""  I play with makeup for the first time. From the early vlogging days. #girlyoudontneedmakeup... http://t.co/3GEVM4MuSr","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",678033.0,,0.0,0.0,,0.0,,,,0.0,0.0,1.0,,,,1.0,1.0,0.0,Wed Apr 29 22:12:07 +0000 2015,2015-04-30 00:12:07,2015-05-01 12:57:19,2015-05-01 12:57:19,0
25,25,593505172678053888,@leadership_tech When will OTHS stop with the sound system in the front plaza that is disturbing the neighborhood?,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033.0,,0.0,2997361290.0,leadership_tech,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,1.0,Wed Apr 29 20:00:34 +0000 2015,2015-04-29 22:00:34,2015-05-01 12:57:19,2015-05-01 12:57:19,0
26,26,593503983022440450,"Infuriating to have the Oakland PD tell me they won't have the authority to do anything. If I did the same thing the school is, they would","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,Wed Apr 29 19:55:50 +0000 2015,2015-04-29 21:55:50,2015-05-01 12:57:19,2015-05-01 12:57:19,0
27,27,593503379332009986,The best part of heading to Toronto for a month will be not having to hear this school system. My councilmember @dankalb has ignored this.,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,1.0,Wed Apr 29 19:53:27 +0000 2015,2015-04-29 21:53:27,2015-05-01 12:57:19,2015-05-01 12:57:19,0
28,28,593503217167663105,Oakland Tech is once again got the stadium level audio going for the giant crowd of 6 ppl in front of the skul. Ignoring the neighborhood.,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,Wed Apr 29 19:52:48 +0000 2015,2015-04-29 21:52:48,2015-05-01 12:57:19,2015-05-01 12:57:19,0
29,29,593468542932131841,The Seinfeld series is going to be on Huluhttp://t.co/YMq9svLI9S#fb,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033.0,,0.0,0.0,,0.0,,,,0.0,0.0,1.0,,,,1.0,1.0,0.0,Wed Apr 29 17:35:01 +0000 2015,2015-04-29 19:35:01,2015-05-01 12:57:19,2015-05-01 12:57:19,0
30,30,593468060364894210,"@TWiBnation is grassroots media covering, on the ground, Baltimore, Ferguson and all the #BlackLivesMatter movement .","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033.0,,0.0,16444412.0,TWiBnation,0.0,,,,0.0,0.0,0.0,,,,1.0,0.0,1.0,Wed Apr 29 17:33:06 +0000 2015,2015-04-29 19:33:06,2015-05-01 12:57:19,2015-05-01 12:57:19,0
31,31,593467561578262528,@kevinroose This got funded during this first Net boom too. I took a gander at the iSmell for the NPR Circuits show https://t.co/gPmlFysl7X,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033.0,,5.934648972976046e+17,18816166.0,kevinroose,0.0,,,,0.0,0.0,0.0,,,,0.0,1.0,1.0,Wed Apr 29 17:31:07 +0000 2015,2015-04-29 19:31:07,2015-05-01 12:57:19,2015-05-01 12:57:19,0
32,32,593466926359257088,RT @waxpancake: 17 police reform bills went up before Maryland legislators last month. Police lobbyists helped kill all but three. http://tâ¦,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033.0,,0.0,0.0,,5.93464923964969e+17,,,,20.0,0.0,0.0,,,,0.0,1.0,1.0,Wed Apr 29 17:28:35 +0000 2015,2015-04-29 19:28:35,2015-05-01 12:57:19,2015-05-01 12:57:19,0
33,33,593466827134607360,RT @camerontw: fingers crossed - we need good news RT @pkedrosky Ben Horowitz (Lyft investor) says Uber is losing âon order of a billion doâ¦,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033.0,,0.0,0.0,,5.93465346725716e+17,,,,1.0,0.0,0.0,,,,0.0,0.0,2.0,Wed Apr 29 17:28:12 +0000 2015,2015-04-29 19:28:12,2015-05-01 12:57:19,2015-05-01 12:57:19,0
34,34,593300904037646336,How did your grandparents meet? Mine involved a guy named Mooch Gluskin. #howIgothere#fb,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,,,2.0,0.0,0.0,Wed Apr 29 06:28:53 +0000 2015,2015-04-29 08:28:53,2015-05-01 12:57:19,2015-05-01 12:57:19,0
35,35,593265083477692416,RT @nationalpost: Surgery no longer required for trans Canadians to change gender on citizenship certificates http://t.co/PS4IsIjBsL http:/â¦,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033.0,,0.0,0.0,,5.931662033690501e+17,,,,611.0,0.0,0.0,,,,0.0,1.0,1.0,Wed Apr 29 04:06:32 +0000 2015,2015-04-29 06:06:32,2015-05-01 12:57:19,2015-05-01 12:57:19,0
36,36,593251952642818049,"RT @ozchrisrock: The media isn't gonna show it, but I will. Here's a pic of Baltimore citizen's lining up to protect the police. http://t.câ¦","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033.0,,0.0,0.0,,5.932311369748398e+17,,,,11162.0,0.0,0.0,,,,0.0,0.0,1.0,Wed Apr 29 03:14:22 +0000 2015,2015-04-29 05:14:22,2015-05-01 12:57:19,2015-05-01 12:57:19,0
37,37,593243515729018881,"RT @voxdotcom: In Freddie Gray's Baltimore neighborhood, half of the residents don't have jobs: http://t.co/BQpAghMGqV http://t.co/VMnJdVr1â¦","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033.0,,0.0,0.0,,5.932370141341327e+17,,,,91.0,0.0,0.0,,,,0.0,1.0,1.0,Wed Apr 29 02:40:50 +0000 2015,2015-04-29 04:40:50,2015-05-01 12:57:19,2015-05-01 12:57:19,0
38,38,593230034011172864,@studiomondeo are you sticking with @mailbox or have you switched? which phone is it weirding out on for you?,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033.0,,5.929099460748657e+17,15060567.0,studiomondeo,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,2.0,Wed Apr 29 01:47:16 +0000 2015,2015-04-29 03:47:16,2015-05-01 12:57:19,2015-05-01 12:57:19,0
39,39,593212271578382336,"RT @anildash: Right now, you can directly help a family in Baltimore pay their water bill: https://t.co/R3AhCLW7qy I don't ask this often, â¦","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iÎS</a>",678033.0,,0.0,0.0,,5.921834601875046e+17,,,,1423.0,0.0,0.0,,,,0.0,1.0,1.0,Wed Apr 29 00:36:41 +0000 2015,2015-04-29 02:36:41,2015-05-01 12:57:19,2015-05-01 12:57:19,0
40,40,593208585741471744,MT@xeni All you need to know abt why there r there riots in Baltimore is in these charts. http://t.co/2xdobenYtf http://t.co/EeoXqLGJ2E #fb,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iÎS</a>",678033.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,,,1.0,2.0,0.0,Wed Apr 29 00:22:02 +0000 2015,2015-04-29 02:22:02,2015-05-01 12:57:19,2015-05-01 12:57:19,0
41,41,593200649690427392,RT @wkamaubell: Los Angeles! Wanna a sneak peak at my new TV show United Shades of America? Come to a free taping this Thurs. &amp; Fri. http:/â¦,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iÎS</a>",678033.0,,0.0,0.0,,5.931774044005417e+17,,,,13.0,0.0,0.0,,,,0.0,1.0,1.0,Tue Apr 28 23:50:30 +0000 2015,2015-04-29 01:50:30,2015-05-01 12:57:19,2015-05-01 12:57:19,0
42,42,593200417741213696,"Joni Mitchell, Joni Mitchell, Joni Mitchell.","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iÎS</a>",678033.0,,0.0,0.0,,0.0,,,,0.0,0.0,2.0,,,,0.0,0.0,0.0,Tue Apr 28 23:49:35 +0000 2015,2015-04-29 01:49:35,2015-05-01 12:57:19,2015-05-01 12:57:19,0
43,43,593199619305123840,The bowling alley and the Japanese toilet seats didn't surprise me at Google today. The wait in the women's bathroom did.,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iÎS</a>",678033.0,,0.0,0.0,,0.0,,,,1.0,0.0,1.0,,,,0.0,0.0,0.0,Tue Apr 28 23:46:25 +0000 2015,2015-04-29 01:46:25,2015-05-01 12:57:19,2015-05-01 12:57:19,0
44,44,593144016218099712,"RT @saraschaefer1: Great convo. ""How do we balance the responsibility to speak up with the responsibility to shut up?"" http://t.co/qObW6uTXâ¦","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iÎS</a>",678033.0,,0.0,0.0,,5.931151851597414e+17,,,,7.0,0.0,0.0,,,,1.0,1.0,1.0,Tue Apr 28 20:05:28 +0000 2015,2015-04-28 22:05:28,2015-05-01 12:57:19,2015-05-01 12:57:19,0
45,45,593142453059887104,This guy managed to effortlessly upstage the ejector seat.   Did a little creatively inspirationalâ¦ https://t.co/lCtOvC7Tek,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",678033.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,1.0,0.0,Tue Apr 28 19:59:15 +0000 2015,2015-04-28 21:59:15,2015-05-01 12:57:19,2015-05-01 12:57:19,0
46,46,593139078519914496,RT @JoshACLU: This is not the question of someone who is going to rule against marriage equality http://t.co/sTakTJVgSG,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iÎS</a>",678033.0,,0.0,0.0,,5.931077753764577e+17,,,,130.0,0.0,0.0,,,,0.0,0.0,1.0,Tue Apr 28 19:45:50 +0000 2015,2015-04-28 21:45:50,2015-05-01 12:57:19,2015-05-01 12:57:19,0
47,47,593138565363564544,@EllenPapadakis on a completely separate note,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iÎS</a>",678033.0,,5.93130473355776e+17,37565480.0,EllenPapadakis,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,1.0,Tue Apr 28 19:43:48 +0000 2015,2015-04-28 21:43:48,2015-05-01 12:57:19,2015-05-01 12:57:19,0
48,48,593138502956503040,@EllenPapadakis hey what was that civ pro Oregon bakery case?,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iÎS</a>",678033.0,,5.93130473355776e+17,37565480.0,EllenPapadakis,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,1.0,Tue Apr 28 19:43:33 +0000 2015,2015-04-28 21:43:33,2015-05-01 12:57:19,2015-05-01 12:57:19,0
49,49,593120927778353152,@EllenPapadakis best thing in the world would be to get EPC I think. You?,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iÎS</a>",678033.0,,5.93092784552194e+17,37565480.0,EllenPapadakis,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,1.0,Tue Apr 28 18:33:43 +0000 2015,2015-04-28 20:33:43,2015-05-01 12:57:19,2015-05-01 12:57:19,0
50,50,593120742545297408,@EllenPapadakis provided you can claim a legit public policy exception. But I thought a state having whatever it wants was enough,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iÎS</a>",678033.0,,5.93092784552194e+17,37565480.0,EllenPapadakis,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,1.0,Tue Apr 28 18:32:59 +0000 2015,2015-04-28 20:32:59,2015-05-01 12:57:19,2015-05-01 12:57:19,0
51,51,593120516195487744,"@EllenPapadakis my ancient recollection (provided, of course nothing has hanged) is that there is always an out really to FFand C","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iÎS</a>",678033.0,,5.93092784552194e+17,37565480.0,EllenPapadakis,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,1.0,Tue Apr 28 18:32:05 +0000 2015,2015-04-28 20:32:05,2015-05-01 12:57:19,2015-05-01 12:57:19,0
52,52,593120160480788480,@EllenPapadakis was just giving a talk so haven't been able to listen / read. Have they mentioned Facts of Life?,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iÎS</a>",678033.0,,5.93092784552194e+17,37565480.0,EllenPapadakis,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,1.0,Tue Apr 28 18:30:40 +0000 2015,2015-04-28 20:30:40,2015-05-01 12:57:19,2015-05-01 12:57:19,0
53,53,593060969162506240,@bookmeister @studiomondeo nope. Thanks for giving it a shot,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iÎS</a>",678033.0,,5.929587017550725e+17,12531492.0,bookmeister,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,2.0,Tue Apr 28 14:35:28 +0000 2015,2015-04-28 16:35:28,2015-05-01 12:57:19,2015-05-01 12:57:19,0
54,54,592907960738816000,Finding that @mailbox is either crashing or hanging. Is this happening for you?,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,1.0,Tue Apr 28 04:27:28 +0000 2015,2015-04-28 06:27:28,2015-05-01 12:57:19,2015-05-01 12:57:19,0
55,55,592837645820108801,@JShahryar EXCEPT for my desire to design a game called Cocktail Party when I worked at Bill Gross' first CD-ROM start up.,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033.0,,5.928336128207053e+17,48357731.0,JShahryar,0.0,,,,0.0,0.0,2.0,,,,0.0,0.0,1.0,Mon Apr 27 23:48:03 +0000 2015,2015-04-28 01:48:03,2015-05-01 12:57:19,2015-05-01 12:57:19,0
56,56,592837542527000576,@JShahryar the only game I really enjoyed after that one much was Galaga. Once they added two buttons to a game I just forgot the genre.,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033.0,,5.928336128207053e+17,48357731.0,JShahryar,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,1.0,Mon Apr 27 23:47:39 +0000 2015,2015-04-28 01:47:39,2015-05-01 12:57:19,2015-05-01 12:57:19,0
57,57,592837374440284160,@scottjohnson did you keep em?,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033.0,,5.928339215760179e+17,761290.0,scottjohnson,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,1.0,Mon Apr 27 23:46:59 +0000 2015,2015-04-28 01:46:59,2015-05-01 12:57:19,2015-05-01 12:57:19,0
58,58,592837284556308480,Can Joan Rivers get the Mark Twain award posthumously? For next year #TwainforJoan#fb,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033.0,,0.0,0.0,,0.0,,,,0.0,0.0,1.0,,,,2.0,0.0,0.0,Mon Apr 27 23:46:37 +0000 2015,2015-04-28 01:46:37,2015-05-01 12:57:19,2015-05-01 12:57:19,0
59,59,592833754969841665,The last video game I was good at: http://t.co/tla2MOGccF,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",678033.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,1.0,0.0,Mon Apr 27 23:32:36 +0000 2015,2015-04-28 01:32:36,2015-05-01 12:57:19,2015-05-01 12:57:19,0
60,60,592833696299937793,The last video game I was good at: http://t.co/qCkMHLRFky,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",678033.0,,0.0,0.0,,0.0,,,,1.0,0.0,0.0,,,,0.0,1.0,0.0,Mon Apr 27 23:32:22 +0000 2015,2015-04-28 01:32:22,2015-05-01 12:57:19,2015-05-01 12:57:19,0
61,61,592833243885543424,The last video game I was any good at:http://t.co/oN60Ls9J5I,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033.0,,0.0,0.0,,0.0,,,,0.0,0.0,1.0,,,,0.0,1.0,0.0,Mon Apr 27 23:30:34 +0000 2015,2015-04-28 01:30:34,2015-05-01 12:57:19,2015-05-01 12:57:19,0
62,62,592833025592958976,"@Sharkyl Aw, every nerd knows the social cue miss.  That used to be the tech biz. Btw Bandagon looks v cool!","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033.0,,5.928310122389914e+17,4899991.0,Sharkyl,0.0,,,,0.0,0.0,1.0,,,,0.0,0.0,1.0,Mon Apr 27 23:29:42 +0000 2015,2015-04-28 01:29:42,2015-05-01 12:57:19,2015-05-01 12:57:19,0
